tap,69-15 p,69 q,15 q,27-54 p,27 q,54 q,cost,pv profile,bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14,bus15,bus16,bus17,bus18,bus19,bus20,bus21,bus22,bus23,bus24,bus25,bus26,bus27,bus28,bus29,bus30,bus31,bus32,bus33,bus34,bus35,bus36,bus37,bus38,bus39,bus40,bus41,bus42,bus43,bus44,bus45,bus46,bus47,bus48,bus49,bus50,bus51,bus52,bus53,bus54,bus55,bus56,bus57,bus58,bus59,bus60,bus61,bus62,bus63,bus64,bus65,bus66,bus67,bus68,bus69
1.002,-0.9,-0.3,-0.27,0.8,-0.24,-0.27,0.000212985,0.119135802,1.002,1.001997948,1.001995897,1.001990411,1.001944211,1.001299097,1.000628477,1.000469973,1.00043751,0.999847741,0.999717681,0.999316108,0.998079962,0.996835304,0.995582342,0.995466669,0.99526157,0.995259254,0.995090677,0.994982308,0.994776961,0.994769982,0.994691442,0.994520501,0.994169867,0.9939982,0.993904138,1.001995125,1.001987252,1.001976058,1.001974083,1.001964206,1.001940511,1.001913911,1.001906074,1.001994674,1.001980264,1.001970985,1.001968306,1.001968205,1.001887142,1.001853167,1.001848678,1.001847711,1.001836264,1.001836216,1.00198462,1.001840538,1.001395707,1.001332631,1.000378443,1.00009506,0.999918991,0.999728558,0.999274792,0.998832311,0.996524262,0.995386759,0.99494628,0.994428952,0.993681433,0.993650507,0.993609115,0.993406249,0.993344963,0.999711254,0.999711179,0.999818595,0.999821917
1.002,-0.7,-0.27,-0.27,0.9,-0.27,-0.24,0.000221448,0.198559671,1.002,1.001997987,1.001995973,1.001990512,1.001946796,1.001355181,1.000740232,1.000595177,1.000566873,1.000051985,0.999939012,0.999605408,0.998565202,0.997518995,0.99646699,0.996359696,0.99617049,0.996168372,0.996016626,0.995919077,0.995711407,0.995704327,0.995624635,0.995451186,0.995095056,0.994903142,0.994797718,1.001995204,1.001987357,1.0019762,1.001974231,1.001964388,1.001940771,1.001914258,1.001906448,1.001995011,1.001984372,1.001981251,1.00198035,1.001980354,1.00189956,1.001865697,1.001861224,1.00186026,1.001848851,1.001848803,1.001984741,1.001841136,1.001397777,1.001334909,1.00050933,1.000248063,1.000081906,0.99990388,0.999449892,0.999007168,0.996700501,0.995563685,0.995123489,0.994606506,0.993858379,0.993827561,0.993786313,0.993584154,0.993523081,0.999932608,0.999932534,0.999994572,0.999997173
1.002,-0.4,-0.21,-0.3,1,-0.3,-0.27,0.000227892,0.262757202,1.002,1.001998233,1.001996465,1.001991621,1.001955078,1.001464259,1.000954179,1.000834255,1.000810195,1.000370231,1.000274074,1.00000252,0.999232619,0.998459807,0.99768425,0.997583572,0.997405985,0.997403996,0.997264925,0.997175525,0.996965053,0.996957764,0.996875664,0.996696976,0.996328299,0.996116731,0.996000146,1.001995745,1.001988398,1.001977952,1.001976108,1.001966892,1.00194478,1.001919957,1.001912644,1.001995811,1.001989435,1.001992412,1.001993272,1.001993376,1.001917731,1.001886026,1.001881837,1.001880935,1.001870253,1.001870208,1.001986218,1.001851768,1.001436675,1.001377814,1.000765276,1.000560586,1.000426712,1.000284959,0.999857412,0.999440433,0.997272008,0.99620333,0.995789543,0.995303596,0.99459867,0.994569837,0.994531246,0.994342111,0.994284973,1.00026808,1.000268011,1.000221274,1.000222781
1.002,0.4,-0.3,-0.3,0.9,-0.24,-0.3,0.000228456,0.300205761,1.002,1.001998061,1.001996123,1.001990757,1.001950852,1.001439414,1.000907894,1.000782932,1.000763301,1.000410508,1.000334455,1.000150547,1.000066505,0.999988723,0.999917404,0.999832487,0.999685497,0.999683897,0.999580349,0.999513783,0.999331162,0.999325072,0.99925661,0.999107605,0.998803834,0.998610719,0.998504567,1.001995371,1.001987695,1.001976783,1.001974858,1.00196523,1.001942132,1.001916201,1.001908562,1.001995521,1.001990061,1.001995145,1.001996614,1.001996757,1.001917737,1.001884618,1.001880242,1.0018793,1.001868142,1.001868094,1.001985112,1.001844661,1.001411037,1.00134955,1.000700837,1.000451345,1.000292585,1.000122547,0.999673271,0.999235062,0.996959798,0.995838481,0.995404335,0.994894495,0.994153414,0.994123282,0.994082951,0.993885288,0.993825573,1.000328194,1.000328121,0.999951728,0.99995059
1.002,-0.9,-0.21,-0.15,0.9,-0.24,-0.3,0.000226309,0.306584362,1.002,1.001997977,1.001995955,1.001990344,1.001948485,1.001419136,1.000868982,1.000739579,1.000718538,1.000350692,1.000271279,1.000067434,0.998997871,0.997921629,0.996838949,0.996760378,0.996625812,0.996624377,0.996522484,0.996456982,0.996274266,0.996268204,0.996200069,0.996051775,0.995749955,0.995555991,0.99544941,1.001995188,1.001987365,1.001976242,1.00197428,1.001964467,1.001940923,1.001914493,1.001906707,1.001995344,1.001989806,1.001995034,1.001996544,1.00199669,1.001916149,1.001882391,1.001877931,1.00187697,1.001865598,1.001865549,1.001984591,1.001841432,1.00139945,1.001336777,1.000655801,1.000399828,1.000238335,1.000064797,0.999610751,0.999167948,0.996863123,0.995727221,0.995287393,0.994770853,0.994022424,0.993991707,0.993950593,0.993749095,0.993688222,1.000264897,1.000264823,1.000553791,1.000557006
1.002,-0.7,-0.3,-0.18,0.9,-0.27,-0.3,0.000226856,0.282304527,1.002,1.001998048,1.001996096,1.001990727,1.001950145,1.001417052,1.000863015,1.000732688,1.000711407,1.000325544,1.000242038,1.000023731,0.999079898,0.998131122,0.99717763,0.997092797,0.996946336,0.996944753,0.996833467,0.996761927,0.996575521,0.99656931,0.996499492,0.996347536,0.996037842,0.995846154,0.995740853,1.001995328,1.001987486,1.001976338,1.001974371,1.001964535,1.001940936,1.001914444,1.001906639,1.001995403,1.001988687,1.001992008,1.001992968,1.001993082,1.001912351,1.001878515,1.001874044,1.001873081,1.001861682,1.001861633,1.001984959,1.001841466,1.001398449,1.00133563,1.000648442,1.000391051,1.00022861,1.000054072,0.999598641,0.999154482,0.996843055,0.995703901,0.995262816,0.994744802,0.993994049,0.993963259,0.993922048,0.993720073,0.993659056,1.000235641,1.000235566,1.000418158,1.000420792
1.002,-0.8,-0.27,-0.27,0.9,-0.24,-0.3,0.000223239,0.232613169,1.002,1.001998025,1.001996049,1.001990671,1.001948555,1.001379547,1.000788139,1.000648806,1.00062319,1.000157678,1.000056017,0.999766863,0.998691612,0.997609896,0.996521929,0.996422353,0.996247951,0.99624602,0.996107935,0.996019167,0.995817216,0.995810381,0.995733476,0.995566093,0.99522321,0.995029042,0.994922371,1.001995275,1.001987368,1.001976128,1.001974145,1.001964228,1.001940434,1.001913724,1.001905855,1.001995184,1.001985986,1.001985341,1.001985155,1.001985202,1.001903805,1.001869689,1.001865182,1.001864211,1.001852717,1.001852668,1.001984856,1.001840177,1.001393503,1.001330165,1.000563712,1.000303213,1.000139315,0.999963001,0.999505131,0.999058613,0.996732902,0.995586704,0.995142879,0.994621637,0.993867046,0.993835998,0.993794441,0.993590773,0.993529245,1.000049566,1.000049491,1.000209686,1.000212628
1.002,0,-0.3,-0.3,0.9,-0.21,-0.27,0.000225713,0.162654321,1.002,1.001997894,1.001995788,1.001990091,1.00194345,1.001315539,1.000662803,1.000508624,1.000475464,0.999885638,0.999755558,0.999359968,0.998777155,0.998194276,0.997611537,0.997489093,0.997271088,0.997268607,0.997094844,0.996983141,0.996761553,0.996753909,0.996667799,0.996480379,0.996094107,0.995897933,0.99579013,1.001995015,1.001987128,1.001975916,1.001973937,1.001964045,1.00194031,1.001913666,1.001905816,1.001994702,1.001982289,1.00197632,1.001974597,1.001974553,1.001893357,1.001859325,1.001854829,1.00185386,1.001842395,1.001842346,1.001984291,1.001839971,1.001394404,1.001331222,1.000422772,1.000160814,0.999994976,0.999816985,0.999359899,0.998914142,0.996592814,0.995448777,0.995005792,0.994485538,0.993732201,0.993701226,0.993659767,0.993456576,0.993395192,0.999749121,0.999749046,0.999376163,0.999376394
1,0,-0.27,-0.27,1,-0.27,-0.18,0.000228174,0.075411523,1,0.99999809,0.999996181,0.999991168,0.999947627,0.999299789,0.998626388,0.998467229,0.998426673,0.997680236,0.997514414,0.99696414,0.996230635,0.995495451,0.99475874,0.994609189,0.994339592,0.994336472,0.994100712,0.993949156,0.99368471,0.993675308,0.993569238,0.993338379,0.992858203,0.992643008,0.992524541,0.999995409,0.999987531,0.999976333,0.999974356,0.999964476,0.99994077,0.999914157,0.999906317,0.999994818,0.999978365,0.999965732,0.999962086,0.999961927,0.999880827,0.999846835,0.999842344,0.999841377,0.999829925,0.999829876,0.999985374,0.999841227,0.999396191,0.999333086,0.998390268,0.998157924,0.998009602,0.997851047,0.997409536,0.996979194,0.994716295,0.993601002,0.993169011,0.992661567,0.991935919,0.991904986,0.991863585,0.991660674,0.991599375,0.997507983,0.997507909,0.996974899,0.996975094
1.002,-0.3,-0.27,-0.27,0.9,-0.27,0.21,0.000213896,0.012962963,1.002,1.001997466,1.001994931,1.001988105,1.001928011,1.001150541,1.000342057,1.000150147,1.000103788,0.999277764,0.999093683,0.998482808,0.997480702,0.996473166,0.995460383,0.995302798,0.995017752,0.995014432,0.994773349,0.994618373,0.994364053,0.994355053,0.994253545,0.994032616,0.993573734,0.993381516,0.993275911,1.001994168,1.001986372,1.001975289,1.001973333,1.001963554,1.001940094,1.001913756,1.001905997,1.001993384,1.001974217,1.001956969,1.00195199,1.001951752,1.00187149,1.001837849,1.001833405,1.001832448,1.001821114,1.001821066,1.001982372,1.001839716,1.001399285,1.001336832,1.000051082,0.99975955,0.999561873,0.999354927,0.998907877,0.998471981,0.996194812,0.995072518,0.994637906,0.994127453,0.993391318,0.993360689,0.993319694,0.993118776,0.993058078,0.999087316,0.999087242,0.998656276,0.998657504
1.002,-0.3,-0.3,-0.27,0.8,-0.3,-0.24,0.000212993,0,1.002,1.001997953,1.001995906,1.001990529,1.001942081,1.001246254,1.000522824,1.000351394,1.000308753,0.999540712,0.999369729,0.998807773,0.99787266,0.996932754,0.995988223,0.995843288,0.995581823,0.995578791,0.995359828,0.995219071,0.994991058,0.994983088,0.99489326,0.994697753,0.994293206,0.994126347,0.994034885,1.001995167,1.001987631,1.001976916,1.001975025,1.001965572,1.001942891,1.001917428,1.001909927,1.00199437,1.001975255,1.001957618,1.001952527,1.001952281,1.001874686,1.001842163,1.001837867,1.001836941,1.001825984,1.001825938,1.001984986,1.001847075,1.001421291,1.001360915,1.000265714,1.000001882,0.999836774,0.999658723,0.999225131,0.998802335,0.996595984,0.995508596,0.995087516,0.994592968,0.993878779,0.993849183,0.99380957,0.993615426,0.993556775,0.999363575,0.999363504,0.99898779,0.998989058
1.002,-0.7,-0.12,-0.27,0.9,-0.3,-0.3,0.000212869,0,1.002,1.001998,1.001996001,1.001990747,1.001943374,1.001263735,1.000557129,1.000389676,1.000342116,0.9995026,0.999315154,0.998684513,0.997388926,0.996083789,0.994769263,0.994613421,0.994330837,0.994327536,0.994085356,0.993929676,0.993677451,0.993668454,0.993566948,0.993346026,0.992886086,0.992696379,0.992592056,1.001995281,1.001987939,1.001977501,1.00197566,1.00196645,1.001944355,1.001919551,1.001912244,1.001994505,1.001975884,1.001958703,1.001953743,1.001953503,1.001877913,1.001846232,1.001842046,1.001841144,1.001830471,1.001830425,1.001985347,1.001851002,1.001436228,1.001377413,1.000317089,1.000095726,0.999956562,0.999806905,0.999385791,0.99897518,0.996830739,0.995773858,0.995364581,0.994883888,0.994190409,0.994161587,0.994123009,0.993933943,0.993876825,0.999309159,0.999309089,0.999049592,0.999052026
1.002,-0.6,-0.27,-0.3,0.9,-0.3,-0.24,0.000212952,0,1.002,1.001998026,1.001996052,1.001990889,1.001944179,1.001261432,1.000551626,1.000383472,1.000338266,0.999521686,0.99933959,0.998732049,0.997511395,0.996282322,0.99504499,0.994887609,0.994602364,0.994599033,0.994355987,0.994199748,0.993946625,0.993937617,0.993835999,0.993614831,0.993154701,0.992964914,0.992860587,1.001995318,1.001987834,1.001977193,1.001975315,1.001965927,1.001943402,1.001918115,1.001910666,1.001994527,1.001975544,1.001958028,1.001952972,1.001952727,1.001875667,1.001843369,1.001839102,1.001838183,1.001827301,1.001827255,1.001985384,1.001848424,1.001425577,1.001365618,1.000305869,1.000070244,0.999920467,0.999760022,0.999330279,0.998911248,0.996723374,0.995645089,0.995227528,0.994737106,0.994029364,0.993999977,0.993960643,0.993767866,0.993709628,0.999333479,0.999333408,0.999069141,0.999071405
1.002,-0.5,-0.24,-0.27,0.9,-0.27,-0.3,0.000212953,0,1.002,1.001997976,1.001995953,1.001990645,1.001942741,1.001250079,1.00052995,1.000359319,1.000312239,0.999474754,0.999287896,0.998663025,0.997501082,0.996331406,0.995154172,0.994994919,0.994706197,0.994702823,0.994457135,0.994299197,0.994043318,0.994034207,0.993931409,0.993707673,0.993242098,0.993050063,0.992944488,1.001995214,1.00198768,1.00197697,1.00197508,1.00196563,1.001942957,1.001917504,1.001910006,1.001994417,1.00197531,1.001957679,1.00195259,1.001952344,1.001874778,1.001842268,1.001837973,1.001837047,1.001826095,1.001826048,1.001985105,1.001847245,1.001421622,1.001361269,1.000282799,1.000048881,0.999902062,0.99974404,0.99931139,0.998889523,0.996686937,0.995601402,0.995181033,0.994687316,0.993974777,0.993945195,0.993905601,0.993711548,0.993652925,0.999281744,0.999281672,0.998940498,0.998942383
