tap,69-15 p,69 q,15 q,27-54 p,27 q,54 q,cost,pv profile,bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14,bus15,bus16,bus17,bus18,bus19,bus20,bus21,bus22,bus23,bus24,bus25,bus26,bus27,bus28,bus29,bus30,bus31,bus32,bus33,bus34,bus35,bus36,bus37,bus38,bus39,bus40,bus41,bus42,bus43,bus44,bus45,bus46,bus47,bus48,bus49,bus50,bus51,bus52,bus53,bus54,bus55,bus56,bus57,bus58,bus59,bus60,bus61,bus62,bus63,bus64,bus65,bus66,bus67,bus68,bus69
1.002,-1,-0.3,-0.27,0.9,-0.3,-0.24,0.000213024,0.119135802,1.002,1.001997999,1.001995997,1.001990661,1.001945659,1.001307706,1.000644551,1.000487857,1.000453253,0.999818842,0.999678594,0.999236888,0.9978675,0.996488021,0.995098647,0.99497215,0.994746456,0.994743884,0.99455575,0.99443481,0.99420906,0.994201245,0.994113215,0.993921622,0.993526361,0.993336276,0.993231888,1.001995225,1.001987352,1.001976158,1.001974183,1.001964307,1.001940611,1.001914011,1.001906174,1.001994775,1.001980364,1.001971085,1.001968407,1.001968305,1.001887242,1.001853267,1.001848778,1.001847811,1.001836364,1.001836316,1.00198487,1.001840789,1.001395958,1.001332881,1.000402174,1.000140851,0.999975298,0.999797662,0.999344229,0.998902077,0.996595303,0.995458427,0.995018188,0.99450114,0.993754209,0.993723286,0.993681896,0.993479045,0.993417763,0.999672167,0.999672092,0.999793405,0.999797071
1.002,-0.9,-0.3,-0.27,0.9,-0.3,0,0.000212772,0.198559671,1.002,1.001997858,1.001995716,1.001989869,1.001942977,1.00133088,1.000694586,1.000544361,1.000517544,1.000018294,0.999908907,0.999587437,0.998407008,0.997218836,0.996023116,0.995918019,0.99573301,0.995730946,0.995581466,0.995485373,0.995280047,0.995273063,0.99519447,0.995023416,0.994672477,0.994482688,0.994378457,1.001994947,1.001987099,1.001975943,1.001973974,1.00196413,1.001940514,1.001914001,1.00190619,1.001994754,1.001984115,1.001980993,1.001980093,1.001980097,1.001899303,1.00186544,1.001860966,1.001860002,1.001848594,1.001848545,1.001984097,1.001840492,1.001397133,1.001334265,1.000450508,1.000170379,0.999985386,0.999789875,0.999336769,0.998894918,0.996591439,0.995456192,0.995016594,0.994500307,0.993753757,0.993722936,0.993681683,0.993479503,0.993418424,0.999902503,0.999902428,1.00008994,1.000093262
1.002,-0.9,-0.3,-0.21,0.9,-0.3,-0.06,0.000226844,0.262757202,1.002,1.001998099,1.001996198,1.001990953,1.00195111,1.001438975,1.000906687,1.000781384,1.000761658,1.00038892,1.000308132,1.000092539,0.999005448,0.997911205,0.996810003,0.996725176,0.996577787,0.996576179,0.996461052,0.996387043,0.996201484,0.996195217,0.99612473,0.995971321,0.99565731,0.995468249,0.995364284,1.001995478,1.00198813,1.001977684,1.001975841,1.001966625,1.001944513,1.001919689,1.001912376,1.001995543,1.001989168,1.001992144,1.001993004,1.001993109,1.001917464,1.001885759,1.00188157,1.001880667,1.001869986,1.001869941,1.001985549,1.0018511,1.001436006,1.001377145,1.000698831,1.000453889,1.000291313,1.000119888,0.999693739,0.999278145,0.997114798,0.996048616,0.995635782,0.995150945,0.994448519,0.994419682,0.994381085,0.994191921,0.994134775,1.000302138,1.000302068,1.000597204,1.000600532
1.002,-0.9,-0.3,-0.27,0.9,-0.3,-0.18,0.00022731,0.300205761,1.002,1.001998139,1.001996278,1.001991144,1.001953079,1.001452388,1.000932065,1.000809816,1.000793271,1.000472514,1.0004038,1.000239928,0.999207394,0.998168782,0.997124289,0.997047117,0.99691493,0.996913522,0.99681429,0.996750499,0.996572175,0.996566264,0.996499851,0.996355308,0.996061245,0.995871954,0.995767951,1.001995526,1.00198785,1.001976938,1.001975013,1.001965385,1.001942287,1.001916356,1.001908717,1.001995676,1.001990216,1.0019953,1.001996769,1.001996912,1.001917892,1.001884773,1.001880397,1.001879455,1.001868297,1.001868249,1.001985499,1.001845048,1.001411425,1.001349937,1.000724635,1.000467889,1.00030186,1.000125081,0.999679059,0.999244071,0.996980853,0.995865459,0.995433577,0.994926373,0.994191086,0.994160955,0.994120625,0.993922969,0.993863257,1.00039754,1.000397467,1.000742987,1.00074631
1.002,-0.9,-0.3,-0.27,0.9,-0.3,-0.06,0.000226869,0.306584362,1.002,1.001997987,1.001995973,1.001990391,1.001948751,1.00142063,1.000871755,1.000742663,1.000726224,1.000407919,1.000339854,1.000179998,0.999151935,0.99811799,0.997078365,0.997002105,0.996871937,0.996870559,0.996773411,0.99671096,0.996533214,0.996527354,0.996461531,0.996318273,0.996027345,0.995837899,0.99573385,1.001995207,1.001987383,1.001976261,1.001974299,1.001964486,1.001940942,1.001914512,1.001906725,1.001995362,1.001989825,1.001995052,1.001996562,1.001996709,1.001916167,1.00188241,1.00187795,1.001876989,1.001865616,1.001865568,1.001984637,1.001841479,1.001399497,1.001336824,1.000650525,1.000374854,1.00019369,1.000001894,0.999547657,0.999104666,0.996799096,0.995662829,0.995222861,0.994706156,0.993957392,0.993926673,0.993885557,0.993684046,0.993623169,1.000333472,1.000333398,1.000682382,1.000685703
1.002,-0.9,-0.3,-0.27,0.9,-0.3,-0.27,0.000226515,0.282304527,1.002,1.001998137,1.001996273,1.00199117,1.001952743,1.001433004,1.000892883,1.000765927,1.000746968,1.000385765,1.000307909,1.000110535,0.999046828,0.997976805,0.996900668,0.996817652,0.996674658,0.99667312,0.996564146,0.996494092,0.99631008,0.996303967,0.996235269,0.996085753,0.995781344,0.995591823,0.995487737,1.001995505,1.001987663,1.001976515,1.001974548,1.001964712,1.001941114,1.001914622,1.001906817,1.001995581,1.001988864,1.001992186,1.001993145,1.001993259,1.001912529,1.001878692,1.001874222,1.001873259,1.001861859,1.001861811,1.001985403,1.001841909,1.001398893,1.001336074,1.000680698,1.000420993,1.000256236,1.00007955,0.999624289,0.999180297,0.996869511,0.995730673,0.99528971,0.994771836,0.994021383,0.993990594,0.993949384,0.993747414,0.993686399,1.000301512,1.000301438,1.00061286,1.000616181
1.002,-0.6,-0.3,-0.27,0.9,-0.3,-0.3,0.000225865,0.232613169,1.002,1.001998069,1.001996139,1.001990895,1.001949888,1.001388095,1.000804207,1.000666696,1.000642183,1.000188853,1.000089983,0.999813172,0.998898758,0.997980039,0.997057215,0.996959448,0.996788488,0.996786601,0.996653321,0.996567642,0.996370736,0.996364106,0.996289543,0.996127261,0.995795405,0.995605822,0.99550172,1.001995364,1.001987458,1.001976218,1.001974234,1.001964317,1.001940524,1.001913813,1.001905944,1.001995274,1.001986075,1.00198543,1.001985245,1.001985292,1.001903894,1.001869778,1.001865271,1.0018643,1.001852806,1.001852758,1.00198508,1.001840401,1.001393727,1.001330389,1.000581356,1.000320279,1.000155806,0.999978957,0.999520341,0.999073084,0.99674462,0.995597069,0.995152727,0.994630883,0.993874962,0.993843914,0.993802358,0.993598691,0.993537163,1.000083532,1.000083457,1.000153367,1.000155658
1.002,-0.9,-0.3,-0.27,0.9,-0.3,-0.09,0.000213006,0.162654321,1.002,1.001997892,1.001995784,1.001990083,1.001943336,1.001313715,1.000659199,1.00050459,1.000474104,0.999911752,0.999787971,0.999410928,0.998177934,0.996936581,0.995687064,0.995572026,0.995368166,0.995365867,0.99519876,0.995091337,0.994876618,0.994869256,0.99478638,0.994606005,0.994235015,0.994045085,0.993940785,1.001995011,1.001987125,1.001975912,1.001973934,1.001964041,1.001940307,1.001913662,1.001905813,1.001994699,1.001982286,1.001976317,1.001974594,1.00197455,1.001893353,1.001859321,1.001854825,1.001853857,1.001842391,1.001842343,1.001984282,1.001839962,1.001394395,1.001331214,1.000413265,1.000138423,0.999959703,0.999769758,0.999314961,0.998871471,0.996558585,0.9954187,0.994977301,0.994458894,0.993709637,0.993678661,0.993637201,0.993434005,0.99337262,0.999781535,0.99978146,0.999913316,0.999916637
1.002,-0.9,-0.3,-0.27,0.9,-0.27,-0.15,0.000212842,0.075411523,1.002,1.001997869,1.001995737,1.001990058,1.001941025,1.001258231,1.000548381,1.000380382,1.00034107,0.999628503,0.99947039,0.998959064,0.997596611,0.996224128,0.994841813,0.99470223,0.9944516,0.994448715,0.994237156,0.994101158,0.993861947,0.99385358,0.993759259,0.993553974,0.993129082,0.992936695,0.992831014,1.001994967,1.001987105,1.001975929,1.001973956,1.001964095,1.001940437,1.001913877,1.001906053,1.001994377,1.001977957,1.00196535,1.00196171,1.001961552,1.001880614,1.00184669,1.001842208,1.001841242,1.001829813,1.001829765,1.001984276,1.001840416,1.00139627,1.00133329,1.000292173,1.000025103,0.999853505,0.999670337,0.999218642,0.998778201,0.996478754,0.995345485,0.994906633,0.994391205,0.993647285,0.993616406,0.993575076,0.993372515,0.993311321,0.999463972,0.999463897,0.99946175,0.999465073
1.002,-0.5,-0.3,-0.27,0.9,-0.3,-0.18,0.000212857,0.012962963,1.002,1.001997854,1.001995709,1.001990048,1.001939463,1.001222132,1.000476338,1.000299618,1.00025434,0.999439656,0.999258176,0.998657313,0.997511711,0.996358875,0.995198985,0.995042954,0.994760875,0.994757593,0.994518784,0.99436527,0.994113323,0.994104421,0.994004023,0.993785512,0.993331872,0.993141818,0.993037426,1.001994945,1.001987149,1.001976066,1.00197411,1.001964332,1.001940871,1.001914533,1.001906774,1.001994162,1.001974995,1.001957747,1.001952768,1.00195253,1.001872267,1.001838627,1.001834182,1.001833225,1.001821891,1.001821843,1.001984315,1.001841659,1.001401229,1.001338776,1.000213806,0.999953504,0.999787,0.999608989,0.99916127,0.998724709,0.996445222,0.995321789,0.994886744,0.994375786,0.993638443,0.993607822,0.993566836,0.993365968,0.993305286,0.99925181,0.999251736,0.998944245,0.998946195
1.002,-0.9,-0.3,-0.27,0.9,-0.3,-0.3,0.000218997,0,1.002,1.001998092,1.001996184,1.001991226,1.001946122,1.001270427,1.000567994,1.000401654,1.000356769,0.999542061,0.999360431,0.998753633,0.997302102,0.995839215,0.994365146,0.994208602,0.993925062,0.993921755,0.993678166,0.993521579,0.993267891,0.993258871,0.993157114,0.992935645,0.992475,0.992285002,0.992180571,1.001995446,1.001987909,1.001977194,1.001975304,1.00196585,1.001943169,1.001917707,1.001910206,1.001994648,1.001975534,1.001957897,1.001952806,1.001952559,1.001874964,1.001842442,1.001838145,1.00183722,1.001826263,1.001826216,1.001985683,1.001847771,1.001421988,1.001361612,1.000325319,1.000091794,0.999945433,0.999787818,0.999355748,0.998934458,0.996733817,0.995649238,0.995229233,0.994735938,0.994024452,0.993994861,0.993955253,0.993761137,0.993702495,0.999354277,0.999354205,0.999257936,0.999261265
1.002,-0.9,-0.3,-0.27,0.9,-0.3,-0.12,0.000217027,0,1.002,1.00199802,1.00199604,1.001990845,1.001943927,1.001266772,1.000562758,1.000395933,1.00035192,0.999550233,0.999371463,0.998772946,0.997328802,0.995873219,0.994406364,0.994251154,0.993969779,0.993966494,0.993724209,0.99356846,0.993316125,0.993307125,0.993205574,0.992984553,0.992524406,0.992334613,0.992230243,1.00199532,1.001987978,1.001977541,1.001975699,1.001966489,1.001944395,1.00191959,1.001912283,1.001994544,1.001975923,1.001958742,1.001953782,1.001953542,1.001877953,1.001846271,1.001842085,1.001841183,1.00183051,1.001830464,1.001985445,1.0018511,1.001436326,1.001377511,1.000317294,1.000081677,0.99992827,0.999765393,0.999344796,0.998934697,0.996792147,0.995736195,0.995327273,0.994846994,0.994154439,0.994125616,0.994087037,0.993897963,0.993840844,0.999365469,0.999365399,0.999278163,0.999281495
1.002,-0.9,-0.3,-0.27,0.9,-0.3,0.15,0.000223067,0,1.002,1.001997744,1.001995488,1.00198948,1.001935831,1.001208528,1.000452271,1.000272861,1.000228488,0.99942023,0.999240046,0.998637084,0.997189839,0.995731268,0.99426154,0.994105819,0.993823751,0.993820461,0.993577187,0.993420802,0.993167441,0.993158425,0.993056708,0.992835328,0.99237475,0.99218478,0.992080351,1.001994755,1.00198727,1.001976629,1.001974751,1.001965363,1.001942838,1.001917551,1.001910102,1.001993963,1.00197498,1.001957465,1.001952409,1.001952164,1.001875104,1.001842805,1.001838538,1.001837619,1.001826738,1.001826692,1.001983975,1.001847015,1.001424167,1.001364207,1.000182359,0.999916342,0.999736214,0.9995476,0.999119612,0.99870232,0.996520816,0.995445664,0.995029298,0.994540269,0.993835669,0.993806275,0.993766934,0.993574119,0.99351587,0.999233934,0.999233862,0.999141679,0.999145009
1.002,-0.4,-0.3,-0.27,0.9,-0.3,-0.03,0.000212979,0,1.002,1.001997813,1.001995626,1.001989828,1.001937921,1.001219908,1.000473346,1.00029631,1.000250725,0.999429508,0.999246381,0.998636028,0.997555544,0.996468426,0.99537484,0.995216683,0.994930049,0.994926702,0.994683426,0.99452704,0.994273679,0.994264671,0.994163043,0.993941855,0.993481793,0.993292035,0.993187736,1.001994887,1.001987353,1.001976643,1.001974753,1.001965303,1.00194263,1.001917177,1.001909679,1.00199409,1.001974983,1.001957352,1.001952263,1.001952017,1.001874451,1.001841941,1.001837646,1.00183672,1.001825768,1.001825721,1.001984287,1.001846428,1.001420804,1.001360451,1.000210524,0.999954774,0.999786153,0.999607893,0.999175433,0.998753755,0.996551789,0.995466558,0.995046305,0.994552721,0.993840529,0.993810943,0.993771344,0.993577265,0.993518634,0.999240229,0.999240157,0.99887014,0.998871751
